State,Zipcode,Population,Number of Households,Household Income,Poverty Count,Poverty Rate,Total Commute Time,Average Commute Time,Total Vehicles,Average Vehicles per Household
09,06870,7642.0,2539.0,215850.0,317.0,4.148128762104161,2894.0,1.1398188263095708,1845.0,0.7266640409610082
09,06877,25091.0,9023.0,164010.0,497.0,1.980789924674186,10630.0,1.1781004100631718,9100.0,1.008533747090768
09,06878,8112.0,2584.0,222188.0,397.0,4.8939842209072975,2937.0,1.136609907120743,1925.0,0.7449690402476781
09,06880,28376.0,10065.0,201528.0,1159.0,4.084437552861573,10897.0,1.0826626924987581,7415.0,0.7367113760556383
09,06883,10287.0,3447.0,222535.0,298.0,2.896860114707884,4243.0,1.230925442413693,3350.0,0.9718595880475775
09,06890,4322.0,1612.0,196379.0,188.0,4.349838037945395,1649.0,1.0229528535980148,1135.0,0.7040942928039702
09,06896,9127.0,3430.0,132770.0,341.0,3.7361674153610167,3828.0,1.1160349854227405,3420.0,0.9970845481049563
09,06897,18463.0,6090.0,193292.0,463.0,2.507718138980664,7539.0,1.2379310344827585,6010.0,0.986863711001642
09,06901,7186.0,4082.0,76429.0,946.0,13.164486501530755,4256.0,1.0426261636452718,2520.0,0.61734443900049
09,06902,69946.0,26218.0,76970.0,8189.0,11.70760300803477,37439.0,1.4279884049126554,26920.0,1.0267754977496377
09,06903,13917.0,4752.0,201711.0,506.0,3.6358410576992166,5966.0,1.2554713804713804,4810.0,1.012205387205387
09,06905,20276.0,7417.0,126425.0,771.0,3.8025251528901163,10604.0,1.4296885533234462,8575.0,1.156127814480248
09,06906,9244.0,3358.0,101500.0,871.0,9.422327996538295,4761.0,1.417808219178082,3590.0,1.069088743299583
09,06907,8435.0,3225.0,86890.0,484.0,5.737996443390634,4567.0,1.4161240310077519,3465.0,1.0744186046511628
34,07001,17981.0,5022.0,69849.0,1237.0,6.879483899671876,6362.0,1.2668259657506968,5130.0,1.021505376344086
34,07002,65091.0,24967.0,63947.0,8798.0,13.516461569187753,29523.0,1.1824808747546762,17145.0,0.6867064525173229
34,07003,49260.0,18577.0,78034.0,3701.0,7.5131952902963866,25270.0,1.36028422242558,18755.0,1.0095817408623566
34,07004,7390.0,2621.0,122063.0,47.0,0.6359945872801083,3175.0,1.2113697062190003,2840.0,1.0835558946966806
34,07005,14939.0,5489.0,111946.0,556.0,3.721801994778767,7612.0,1.3867735470941884,6705.0,1.221533977044999
34,07006,25553.0,9576.0,127921.0,945.0,3.6981959065471766,12722.0,1.328529657477026,10855.0,1.133563074352548
34,07008,23589.0,7925.0,73347.0,3074.0,13.031497731993726,11070.0,1.3968454258675078,8745.0,1.1034700315457413
34,07009,12516.0,4530.0,123768.0,293.0,2.3410035155001596,5930.0,1.3090507726269316,4970.0,1.0971302428256071
34,07010,25126.0,10512.0,72633.0,2463.0,9.80259492159516,12439.0,1.1833143074581431,7765.0,0.738679604261796
34,07011,39783.0,12649.0,59519.0,5184.0,13.030691501395069,20037.0,1.5840777927108862,15775.0,1.2471341608032256
34,07012,12756.0,4578.0,81361.0,905.0,7.094700533082471,5675.0,1.2396242900830057,4625.0,1.010266491917868
34,07013,26536.0,10011.0,92312.0,1421.0,5.354989448296654,13287.0,1.3272400359604435,10820.0,1.0808111077814404
34,07014,5300.0,1844.0,89349.0,778.0,14.679245283018869,2744.0,1.4880694143167028,2100.0,1.13882863340564
34,07016,24014.0,8894.0,129781.0,638.0,2.656783542933289,11459.0,1.2883966719136497,9170.0,1.0310321565100067
34,07017,36471.0,13167.0,48673.0,5858.0,16.06207671848866,15910.0,1.2083238399027874,9665.0,0.7340320498215235
34,07018,27942.0,10377.0,47094.0,5487.0,19.637105432681984,11968.0,1.1533198419581767,7565.0,0.7290160932832225
34,07020,12403.0,5751.0,127221.0,857.0,6.9096186406514555,6380.0,1.1093722830812032,2905.0,0.5051295426882282
34,07021,2095.0,765.0,213309.0,39.0,1.8615751789976134,926.0,1.2104575163398692,735.0,0.9607843137254902
34,07022,14258.0,5236.0,57698.0,1611.0,11.298919904614953,7504.0,1.4331550802139037,4720.0,0.9014514896867838
34,07023,7660.0,2506.0,147905.0,239.0,3.1201044386422976,3303.0,1.3180367118914604,2525.0,1.0075818036711892
34,07024,37430.0,17479.0,83767.0,3579.0,9.561848784397542,17633.0,1.0088105726872247,10750.0,0.6150237427770467
34,07026,31695.0,11563.0,62867.0,5055.0,15.948887837198296,15690.0,1.3569142955980282,12140.0,1.0499005448413041
34,07027,4338.0,1725.0,88892.0,213.0,4.910096818810512,2339.0,1.3559420289855073,1825.0,1.0579710144927537
34,07028,7724.0,2495.0,198625.0,376.0,4.867944070429829,3440.0,1.3787575150300602,1860.0,0.7454909819639278
34,07029,19901.0,7266.0,69389.0,3162.0,15.888648811617507,10223.0,1.4069639416460227,4625.0,0.6365262868153042
34,07030,53193.0,25182.0,147620.0,4473.0,8.409001184366364,33346.0,1.3241998252720197,7900.0,0.31371614645381624
34,07031,15677.0,6384.0,84527.0,1356.0,8.649614084327359,8200.0,1.2844611528822054,6165.0,0.9656954887218046
34,07032,41368.0,13351.0,70658.0,4084.0,9.872365113130922,19398.0,1.4529248745412329,13935.0,1.0437420417946222
34,07033,8161.0,2733.0,93208.0,626.0,7.670628599436344,4046.0,1.4804244420051225,3530.0,1.2916209293816319
34,07034,9143.0,3318.0,86799.0,321.0,3.5108826424587116,4685.0,1.4119951778179627,4070.0,1.2266425557564797
34,07035,10487.0,3726.0,98136.0,295.0,2.8130065795747115,5363.0,1.439345142243693,4795.0,1.2869028448738593
34,07036,43845.0,15406.0,72432.0,3577.0,8.158284867145627,21426.0,1.390756847981306,16790.0,1.089835129170453
34,07039,29846.0,10225.0,166629.0,756.0,2.5330027474368424,13009.0,1.2722738386308068,10340.0,1.0112469437652811
34,07040,24696.0,7945.0,138870.0,1392.0,5.636540330417882,11875.0,1.4946507237256137,7445.0,0.9370673379483953
34,07041,6770.0,2513.0,134732.0,254.0,3.7518463810930576,3058.0,1.2168722642260246,1750.0,0.6963788300835655
34,07042,26293.0,10436.0,108708.0,2135.0,8.120031947666678,12791.0,1.225661172863166,8445.0,0.8092180912226907
34,07043,12567.0,4132.0,205735.0,291.0,2.315588445929816,5102.0,1.2347531461761858,2890.0,0.6994191674733785
34,07044,13622.0,5310.0,125000.0,352.0,2.5840552048157392,6577.0,1.2386064030131827,5650.0,1.064030131826742
34,07045,10670.0,3883.0,169095.0,382.0,3.580131208997188,5019.0,1.2925573010558846,4320.0,1.1125418490857584
34,07046,4305.0,1357.0,242083.0,82.0,1.9047619047619047,1482.0,1.0921149594694177,1250.0,0.9211495946941783
34,07047,61619.0,21794.0,63908.0,7722.0,12.531848942696246,30965.0,1.4208038909791685,16940.0,0.7772781499495274
34,07050,30302.0,11682.0,43039.0,6349.0,20.952412382020988,13127.0,1.1236945728471153,7625.0,0.65271357644239
34,07052,47342.0,16414.0,105584.0,2766.0,5.842592201427908,23055.0,1.4045936395759717,17105.0,1.042098208846107
34,07054,29144.0,11164.0,99251.0,1200.0,4.117485588800439,15307.0,1.3711035471157291,13440.0,1.2038695807954138
34,07055,70090.0,19854.0,40944.0,19955.0,28.47053787986874,28303.0,1.4255565629092375,15950.0,0.8033645612974716
34,07057,11540.0,4683.0,68845.0,1036.0,8.977469670710573,6068.0,1.2957505872304078,4830.0,1.031390134529148
34,07058,5109.0,1825.0,132402.0,176.0,3.444901154824819,2563.0,1.4043835616438356,2300.0,1.2602739726027397
34,07059,15689.0,5192.0,170096.0,426.0,2.715278220409204,7031.0,1.3541987673343605,6210.0,1.1960708782742682
34,07060,45520.0,14971.0,58707.0,9313.0,20.4591388400703,22803.0,1.5231447465099193,15610.0,1.0426825195377731
34,07062,12745.0,4029.0,69590.0,1784.0,13.997646135739506,5625.0,1.3961280714817572,4600.0,1.141722511789526
34,07063,13589.0,3988.0,65377.0,2210.0,16.263154021635145,6064.0,1.5205616850551655,4600.0,1.1534603811434303
34,07064,3864.0,1316.0,89022.0,33.0,0.8540372670807453,2022.0,1.5364741641337385,1855.0,1.4095744680851063
34,07065,29543.0,11304.0,78946.0,1828.0,6.187590969095894,15331.0,1.356245576786978,11780.0,1.0421089879688605
34,07066,15735.0,5932.0,109924.0,825.0,5.243088655862726,8574.0,1.445380984490897,7350.0,1.239042481456507
34,07067,18205.0,6197.0,113136.0,552.0,3.032134029112881,9450.0,1.5249314184282718,8370.0,1.3506535420364694
34,07068,5834.0,2349.0,129006.0,192.0,3.29105245114844,2620.0,1.1153682418050235,2365.0,1.0068114091102598
34,07069,6191.0,2099.0,156408.0,254.0,4.102729769019544,2766.0,1.317770366841353,2360.0,1.124344926155312
34,07070,18398.0,6977.0,101473.0,894.0,4.85922382867703,8973.0,1.286082843629067,6135.0,0.8793177583488605
34,07071,22298.0,8738.0,79985.0,1831.0,8.21149878912907,11264.0,1.2890821698329138,8650.0,0.9899290455481804
34,07072,6178.0,2414.0,88827.0,346.0,5.600517966979605,3259.0,1.3500414250207124,2505.0,1.0376967688483845
34,07073,9584.0,3966.0,80896.0,986.0,10.287979966611019,4889.0,1.2327281896116995,3855.0,0.9720121028744326
34,07074,2716.0,937.0,66976.0,208.0,7.658321060382916,1391.0,1.4845250800426895,1090.0,1.1632870864461047
34,07075,8769.0,3315.0,110625.0,423.0,4.823811152925077,4350.0,1.3122171945701357,3275.0,0.9879336349924586
34,07076,24162.0,8747.0,131630.0,835.0,3.4558397483652015,11495.0,1.3141648565222361,9530.0,1.0895164056247857
34,07077,2627.0,970.0,76813.0,119.0,4.529881994670727,1387.0,1.4298969072164949,1275.0,1.3144329896907216
34,07078,13372.0,4143.0,250001.0,556.0,4.157941968291953,4949.0,1.1945450156891142,2795.0,0.6746319092445088
34,07079,16662.0,5162.0,138525.0,1485.0,8.912495498739647,7610.0,1.4742347927160016,4420.0,0.856257264626114
34,07080,23956.0,7924.0,101565.0,658.0,2.746702287527133,11969.0,1.5104745078243311,10670.0,1.3465421504290762
34,07081,17406.0,6901.0,111899.0,894.0,5.136159944846605,8823.0,1.2785103608172728,7305.0,1.0585422402550355
34,07082,5011.0,1579.0,130905.0,133.0,2.6541608461384953,2404.0,1.5224825839138696,2075.0,1.3141228625712476
34,07083,55162.0,19094.0,90971.0,2464.0,4.466843116638265,28254.0,1.4797318529380958,23645.0,1.2383471247512308
34,07086,14604.0,6633.0,101449.0,1466.0,10.038345658723637,8452.0,1.2742348861751847,3170.0,0.47791346298808984
34,07087,68256.0,24512.0,48965.0,13317.0,19.51037271448664,34455.0,1.4056380548302871,12815.0,0.5228051566579635
34,07088,3249.0,1246.0,64130.0,166.0,5.1092643890427825,1679.0,1.3475120385232744,1350.0,1.0834670947030498
34,07090,29856.0,10280.0,171064.0,917.0,3.0714094319399785,12855.0,1.2504863813229572,9165.0,0.8915369649805448
34,07092,6890.0,2528.0,120750.0,133.0,1.93033381712627,2755.0,1.0897943037974684,2325.0,0.9196993670886076
34,07093,63979.0,24117.0,57473.0,12041.0,18.820237890557838,33185.0,1.3760003317162168,12155.0,0.5040013268648671
34,07094,20125.0,7557.0,114821.0,1364.0,6.777639751552795,9830.0,1.3007807330951435,5865.0,0.7761016276300119
34,07095,19989.0,7438.0,86615.0,990.0,4.952723998199009,9885.0,1.3289862866361926,7515.0,1.0103522452272116
34,07102,13505.0,5501.0,25677.0,3935.0,29.13735653461681,4796.0,0.8718414833666606,2140.0,0.38902017814942735
34,07103,32881.0,11835.0,30108.0,10983.0,33.402268787445635,11368.0,0.9605407689057879,6770.0,0.5720321081537811
34,07104,51075.0,18934.0,37424.0,12676.0,24.81840430739109,22018.0,1.162881588676455,13070.0,0.6902925953311503
34,07105,52008.0,17320.0,44785.0,11304.0,21.73511767420397,23926.0,1.3814087759815243,11250.0,0.6495381062355658
34,07106,33851.0,11575.0,41195.0,7827.0,23.121916634663673,14511.0,1.2536501079913607,9780.0,0.8449244060475162
34,07107,37684.0,13207.0,31842.0,10950.0,29.057424901815093,14760.0,1.1175891572650867,9075.0,0.6871356099038389
34,07108,23118.0,8928.0,27000.0,8457.0,36.581884246042044,8004.0,0.896505376344086,4330.0,0.4849910394265233
34,07109,36173.0,12189.0,70670.0,3952.0,10.925275758162165,18307.0,1.5019279678398556,14565.0,1.1949298547871032
34,07110,28397.0,11033.0,99507.0,1237.0,4.3560939535866465,14952.0,1.3552071059548627,11555.0,1.0473126076316506
34,07111,54079.0,20024.0,45176.0,10238.0,18.931563083636902,25017.0,1.249350779065122,16565.0,0.8272572912504994
34,07112,25016.0,9695.0,36246.0,5280.0,21.10649184521906,11264.0,1.161835997937081,7375.0,0.7607013924703455
34,07114,12024.0,3375.0,29682.0,2456.0,20.42581503659348,2815.0,0.8340740740740741,1585.0,0.4696296296296296
34,07201,28091.0,8651.0,47630.0,4687.0,16.685059271652843,12639.0,1.4609871691133973,8360.0,0.9663622702577737
34,07202,41671.0,13097.0,50970.0,6787.0,16.287106140961342,19992.0,1.5264564404062,12890.0,0.9841948537833092
34,07203,21637.0,7402.0,64718.0,1765.0,8.157323103942321,10650.0,1.4388003242366927,8390.0,1.133477438530127
34,07204,13581.0,4948.0,75000.0,657.0,4.837640821736249,6924.0,1.3993532740501213,5550.0,1.1216653193209378
34,07205,21928.0,7342.0,75239.0,1934.0,8.81977380518059,11165.0,1.5207028057749932,8705.0,1.1856442386270771
34,07206,26995.0,7894.0,42727.0,5729.0,21.222448601592887,10919.0,1.3832024322270078,5595.0,0.708766151507474
34,07208,31556.0,11123.0,49313.0,5098.0,16.155406261883634,14788.0,1.3294974377416164,10070.0,0.9053312955138002
34,07302,46585.0,22355.0,136679.0,3670.0,7.878072340882258,28751.0,1.2861104898233058,6315.0,0.282487139342429
34,07304,43327.0,16075.0,48360.0,8709.0,20.100630092090384,19694.0,1.2251321928460341,8490.0,0.528149300155521
34,07305,64994.0,22652.0,55955.0,13436.0,20.672677477921038,27849.0,1.2294278650891755,13615.0,0.6010506798516687
34,07306,52093.0,20107.0,59794.0,9925.0,19.052463862707082,24751.0,1.2309643407768438,7870.0,0.3914059780176058
34,07307,41411.0,15721.0,63281.0,6539.0,15.790490449397502,20585.0,1.309395076649068,8615.0,0.547993130208002
34,07310,13148.0,6097.0,147516.0,2163.0,16.451171280803162,7748.0,1.2707889125799574,1030.0,0.16893554206987044
34,07311,352.0,205.0,188634.0,0.0,0.0,281.0,1.3707317073170733,-666666666.0,-3252032.5170731707
34,07401,6765.0,2210.0,170968.0,107.0,1.5816703621581671,2842.0,1.2859728506787331,2220.0,1.004524886877828
34,07403,8009.0,2953.0,94099.0,606.0,7.566487701335997,4118.0,1.3945140535049103,3720.0,1.2597358618354215
34,07405,17508.0,6394.0,116884.0,652.0,3.724011880283299,9097.0,1.4227400688145135,8025.0,1.2550828902095714
34,07407,20059.0,6738.0,77334.0,1609.0,8.021337055685727,10107.0,1.5,8645.0,1.2830216681507867
34,07410,33017.0,11387.0,123159.0,1367.0,4.140291365054366,16555.0,1.4538508825854044,12705.0,1.1157460261701941
34,07416,5523.0,2232.0,68242.0,440.0,7.966684772768423,2673.0,1.1975806451612903,2445.0,1.0954301075268817
34,07417,10946.0,3845.0,172766.0,74.0,0.6760460442170656,4555.0,1.1846553966189857,3980.0,1.035110533159948
34,07418,2367.0,762.0,133186.0,37.0,1.5631601182931982,1250.0,1.6404199475065617,1190.0,1.5616797900262467
34,07419,8799.0,3592.0,88469.0,544.0,6.1825207409932945,4143.0,1.1533964365256124,3910.0,1.0885300668151447
34,07420,5148.0,1716.0,83796.0,335.0,6.507381507381507,2640.0,1.5384615384615385,2175.0,1.2674825174825175
34,07421,7255.0,2653.0,95383.0,536.0,7.388008270158512,3853.0,1.4523181304183943,3440.0,1.2966453071993969
34,07422,6450.0,2334.0,100000.0,140.0,2.1705426356589146,3018.0,1.2930591259640103,2795.0,1.1975149957155098
34,07423,4094.0,1438.0,216875.0,2.0,0.048851978505129456,1725.0,1.1995827538247565,1075.0,0.7475660639777468
34,07424,27030.0,9756.0,87125.0,2031.0,7.513873473917869,13331.0,1.366441164411644,11450.0,1.1736367363673637
34,07430,26275.0,9778.0,107081.0,1182.0,4.498572787821122,12063.0,1.2336878707302106,10310.0,1.0544078543669462
34,07432,7244.0,2669.0,121162.0,77.0,1.0629486471562672,3499.0,1.3109778943424504,2895.0,1.0846759085799924
34,07435,2509.0,852.0,123949.0,55.0,2.19210840972499,1184.0,1.3896713615023475,1140.0,1.3380281690140845
34,07436,12972.0,4237.0,126319.0,327.0,2.5208140610545793,6206.0,1.4647156006608448,5390.0,1.272126504602313
34,07438,11567.0,4386.0,111169.0,485.0,4.192962738825971,5526.0,1.2599179206566347,5175.0,1.179890560875513
34,07439,2327.0,827.0,89659.0,109.0,4.684142672969489,1282.0,1.550181378476421,1195.0,1.444981862152358
34,07440,4469.0,1513.0,134766.0,154.0,3.445961065115238,2160.0,1.427627230667548,1985.0,1.3119629874421679
34,07442,11029.0,4004.0,102371.0,772.0,6.9997279898449545,6016.0,1.5024975024975025,5120.0,1.2787212787212787
34,07444,10722.0,4658.0,98281.0,732.0,6.827084499160605,4532.0,0.9729497638471447,3925.0,0.8426363246028339
34,07446,14892.0,5512.0,147625.0,303.0,2.034649476228848,6932.0,1.2576197387518142,5585.0,1.013243831640058
34,07450,25209.0,8310.0,184556.0,878.0,3.4828830973065177,9864.0,1.1870036101083032,6705.0,0.8068592057761733
34,07452,11780.0,3776.0,187000.0,342.0,2.903225806451613,5033.0,1.3328919491525424,3230.0,0.8554025423728814
34,07456,12175.0,4092.0,122385.0,205.0,1.6837782340862424,6070.0,1.4833822091886608,5665.0,1.3844086021505377
34,07457,4197.0,1817.0,110664.0,260.0,6.19490111984751,2178.0,1.1986791414419373,1950.0,1.0731975784259769
34,07458,11467.0,3859.0,162837.0,196.0,1.709252638004709,4823.0,1.2498056491318994,4000.0,1.0365379632029024
34,07460,3398.0,1269.0,109245.0,50.0,1.4714537963507945,1803.0,1.42080378250591,1575.0,1.2411347517730495
34,07461,18094.0,6583.0,89366.0,978.0,5.405106665192881,8890.0,1.3504481239556434,8320.0,1.2638614613398147
34,07462,6189.0,2553.0,88934.0,311.0,5.025044433672645,3581.0,1.4026635330983157,3260.0,1.2769291030160594
34,07463,9986.0,3566.0,124803.0,508.0,5.087121970759062,5071.0,1.4220415030846887,4490.0,1.2591138530566461
34,07465,6716.0,2553.0,102610.0,356.0,5.300774270399047,3056.0,1.1970231100665882,2765.0,1.0830395613004309
34,07470,53954.0,18350.0,123204.0,1793.0,3.3232012455054307,24770.0,1.3498637602179837,21455.0,1.169209809264305
34,07480,16439.0,6026.0,100700.0,520.0,3.1632094409635623,7662.0,1.2714902090939264,7095.0,1.177397942250249
34,07481,17017.0,5833.0,153736.0,308.0,1.8099547511312217,6998.0,1.1997256986113491,5920.0,1.0149151380078862
34,07495,0.0,0.0,-666666666.0,0.0,,0.0,,-666666666.0,-inf
34,07501,32432.0,10745.0,30467.0,10851.0,33.457696102614705,12075.0,1.1237785016286646,7980.0,0.742671009771987
34,07502,16396.0,4504.0,54940.0,2777.0,16.93705781898024,7047.0,1.5646092362344584,5920.0,1.3143872113676731
34,07503,17875.0,5399.0,46520.0,4462.0,24.962237762237763,7759.0,1.4371179848120021,5605.0,1.0381552139285053
34,07504,11578.0,3682.0,60231.0,1800.0,15.54672655035412,5928.0,1.6099945681694732,4745.0,1.2887017925040738
34,07505,2616.0,1034.0,18486.0,1174.0,44.87767584097859,1056.0,1.0212765957446808,505.0,0.488394584139265
34,07506,18784.0,7118.0,97692.0,1027.0,5.467419080068143,10495.0,1.474431019949424,9400.0,1.3205956729418376
34,07508,22627.0,7541.0,79444.0,2347.0,10.372563751270606,10853.0,1.439199045219467,9350.0,1.2398886089378067
34,07512,10828.0,3595.0,105637.0,572.0,5.282600664942741,5801.0,1.6136300417246174,5145.0,1.4311543810848402
34,07513,12348.0,3324.0,44315.0,3300.0,26.72497570456754,5365.0,1.6140192539109506,4170.0,1.2545126353790614
34,07514,18100.0,6099.0,43776.0,4230.0,23.370165745856355,7704.0,1.263157894736842,5530.0,0.9067060173798983
34,07522,20615.0,6078.0,37658.0,6124.0,29.706524375454766,8092.0,1.3313589996709443,5885.0,0.9682461335965779
34,07524,13750.0,4181.0,38794.0,3705.0,26.945454545454545,5854.0,1.4001435063381966,4385.0,1.0487921549868453
34,07601,44339.0,19080.0,70090.0,5805.0,13.092311509055234,23471.0,1.2301362683438155,16255.0,0.8519392033542977
34,07603,8360.0,2792.0,91232.0,461.0,5.514354066985646,4172.0,1.494269340974212,2960.0,1.0601719197707737
34,07604,12082.0,4224.0,94801.0,893.0,7.391160403906638,6253.0,1.480350378787879,4815.0,1.1399147727272727
34,07605,9086.0,3355.0,102250.0,493.0,5.425930002201189,4336.0,1.2923994038748137,3030.0,0.9031296572280179
34,07606,2575.0,794.0,72500.0,263.0,10.21359223300971,1337.0,1.6838790931989924,1100.0,1.385390428211587
34,07607,9661.0,3511.0,94317.0,527.0,5.454921850740089,4704.0,1.3397892338365138,3810.0,1.085160922814013
34,07608,102.0,40.0,36429.0,26.0,25.49019607843137,37.0,0.925,35.0,0.875
34,07620,1547.0,564.0,130962.0,111.0,7.175177763413058,590.0,1.0460992907801419,485.0,0.8599290780141844
34,07621,27373.0,8946.0,96335.0,1838.0,6.7146458188726115,13835.0,1.546501229599821,10665.0,1.1921529175050303
34,07624,8565.0,2778.0,140357.0,216.0,2.5218914185639227,3906.0,1.406047516198704,3130.0,1.1267098632109431
34,07626,8699.0,2812.0,151442.0,270.0,3.103805035061501,3526.0,1.2539118065433854,2830.0,1.0064011379800855
34,07627,4942.0,1680.0,154500.0,163.0,3.2982598138405503,2011.0,1.1970238095238095,1720.0,1.0238095238095237
34,07628,17624.0,6370.0,100219.0,839.0,4.760553790285973,9013.0,1.4149136577708006,7460.0,1.1711145996860282
34,07630,7596.0,2541.0,128093.0,208.0,2.738283307003686,3811.0,1.4998032270759543,3165.0,1.245572609208973
34,07631,28271.0,11087.0,85733.0,3264.0,11.545399879735418,14167.0,1.2778028321457562,9270.0,0.8361143681789484
34,07632,5453.0,1843.0,149358.0,113.0,2.072253805244819,2291.0,1.2430819316332067,1655.0,0.8979924036896365
34,07640,4753.0,1626.0,134688.0,410.0,8.626130864717021,1905.0,1.1715867158671587,1610.0,0.990159901599016
34,07641,3418.0,1113.0,178450.0,38.0,1.1117612638970158,1464.0,1.3153638814016173,1145.0,1.0287511230907458
34,07642,10317.0,3475.0,146108.0,479.0,4.6428225259280795,4816.0,1.3858992805755395,3970.0,1.1424460431654677
34,07643,10782.0,4096.0,66098.0,1113.0,10.322760155815248,5773.0,1.409423828125,4250.0,1.03759765625
34,07644,24430.0,8805.0,66595.0,2503.0,10.24559967253377,11923.0,1.3541169789892107,9385.0,1.0658716638273709
34,07645,8489.0,2975.0,146708.0,365.0,4.299681941335846,4121.0,1.3852100840336135,3495.0,1.1747899159663866
34,07646,16545.0,5859.0,94344.0,1137.0,6.872166817769719,8730.0,1.4900153609831028,7180.0,1.2254650964328384
34,07647,5487.0,1713.0,109844.0,306.0,5.5768179332968835,2423.0,1.4144775248102743,2215.0,1.2930531231757152
34,07648,5812.0,2160.0,122200.0,263.0,4.525120440467997,2586.0,1.1972222222222222,2090.0,0.9675925925925926
34,07649,8141.0,2788.0,132358.0,163.0,2.002211030585923,3465.0,1.242826398852224,2515.0,0.9020803443328551
34,07650,20604.0,7403.0,68245.0,2487.0,12.070471753057658,10524.0,1.4215858435769282,6255.0,0.8449277320005403
34,07652,26503.0,8232.0,128306.0,751.0,2.833641474550051,11463.0,1.3924927113702623,9220.0,1.120019436345967
34,07656,8795.0,3259.0,137883.0,193.0,2.1944286526435475,3973.0,1.2190856090825406,3385.0,1.0386621663086837
34,07657,11227.0,3827.0,71699.0,971.0,8.648793088091209,5737.0,1.499085445518683,4600.0,1.2019858897308597
34,07660,12922.0,4720.0,86923.0,864.0,6.68627147500387,7060.0,1.4957627118644068,5200.0,1.1016949152542372
34,07661,11500.0,3867.0,124598.0,508.0,4.417391304347826,5573.0,1.4411688647530385,4205.0,1.0874062580811998
34,07662,5597.0,2001.0,84196.0,409.0,7.307486153296408,2937.0,1.4677661169415293,2375.0,1.1869065467266366
34,07663,13845.0,5328.0,106776.0,535.0,3.8642109064644274,7145.0,1.3410285285285286,6240.0,1.1711711711711712
34,07666,40458.0,13072.0,111821.0,2375.0,5.870285234069899,18084.0,1.3834149326805385,12540.0,0.9593023255813954
34,07670,14632.0,4690.0,172926.0,412.0,2.8157463094587207,5958.0,1.270362473347548,3940.0,0.8400852878464818
34,07675,27024.0,10034.0,131940.0,1161.0,4.296181172291297,12788.0,1.2744668128363563,10475.0,1.0439505680685668
34,07676,9207.0,3320.0,140260.0,135.0,1.466275659824047,4377.0,1.3183734939759035,3775.0,1.1370481927710843
34,07677,5832.0,1963.0,171103.0,212.0,3.635116598079561,2536.0,1.291900152827305,1940.0,0.9882832399388691
34,07701,24028.0,9950.0,91587.0,2209.0,9.193440985516897,11584.0,1.1642211055276381,8550.0,0.8592964824120602
34,07702,4086.0,1434.0,124474.0,20.0,0.48947626040137054,1635.0,1.1401673640167365,1490.0,1.0390516039051605
34,07703,132.0,52.0,-666666666.0,31.0,23.484848484848484,85.0,1.6346153846153846,,
34,07704,5873.0,1822.0,179138.0,195.0,3.3202792439979567,2451.0,1.345225027442371,1685.0,0.924807903402854
34,07711,1699.0,605.0,130313.0,45.0,2.64861683343143,754.0,1.246280991735537,630.0,1.0413223140495869
34,07712,38435.0,16726.0,69830.0,5589.0,14.541433589176531,18710.0,1.1186177209135477,15560.0,0.9302881741002033
34,07716,8142.0,3572.0,92222.0,249.0,3.058216654384672,3944.0,1.1041433370660694,3080.0,0.8622620380739082
34,07717,1789.0,897.0,92813.0,150.0,8.384572386808273,743.0,0.8283166109253066,560.0,0.6243032329988851
34,07718,7093.0,2355.0,125919.0,365.0,5.145918511208233,3443.0,1.4619957537154988,2920.0,1.2399150743099787
34,07719,21083.0,8395.0,100391.0,1319.0,6.256225394867903,10267.0,1.222989874925551,9220.0,1.0982727814175104
34,07720,4193.0,2152.0,64246.0,459.0,10.946816122108276,2144.0,0.9962825278810409,1700.0,0.7899628252788105
34,07721,3123.0,1247.0,77482.0,83.0,2.6577009285943003,1807.0,1.4490777866880513,1460.0,1.1708099438652766
34,07722,10089.0,3282.0,174635.0,408.0,4.044008325899495,4362.0,1.3290676416819014,3790.0,1.1547836684948203
34,07723,701.0,279.0,65521.0,111.0,15.834522111269616,256.0,0.9175627240143369,210.0,0.7526881720430108
34,07724,20920.0,8740.0,82783.0,1818.0,8.690248565965582,10234.0,1.1709382151029748,9210.0,1.0537757437070938
34,07726,43474.0,15482.0,118187.0,1546.0,3.5561485025532504,20248.0,1.3078413641648365,16645.0,1.0751194936054773
34,07727,6806.0,2532.0,80177.0,1197.0,17.58742286218043,2773.0,1.095181674565561,2510.0,0.9913112164296999
34,07728,55088.0,19954.0,91855.0,3750.0,6.807290153935521,25954.0,1.3006915906585146,21210.0,1.062944772977849
34,07730,16769.0,5821.0,101849.0,792.0,4.723000775240026,8286.0,1.4234667582889537,7170.0,1.2317471224875451
34,07731,38730.0,12792.0,109354.0,1520.0,3.924606248386264,20257.0,1.5835678549093184,18455.0,1.4426985616010006
34,07732,4868.0,2658.0,61436.0,343.0,7.046014790468365,2713.0,1.0206922498118887,2140.0,0.8051166290443943
34,07733,16479.0,5831.0,148991.0,674.0,4.0900540081315615,7017.0,1.2033956439718745,5555.0,0.9526667809981135
34,07734,12984.0,4861.0,62021.0,2602.0,20.04004929143561,5839.0,1.201193170129603,4775.0,0.9823081670438182
34,07735,18223.0,7104.0,79467.0,1361.0,7.468583658014597,9046.0,1.273367117117117,7810.0,1.0993806306306306
