Zipcode,Number of Stations,Population,Household Income,Total Commute Time,Average Commute Time,Total Vehicles,Average Vehicles per Household,latitude,longitude
86046,5,28475,268985,11740,4.520600693,9650,3.715825953,176.6597728,-560.9171582
86047,2,30660,75760,8776,2.095010742,7110,1.697302459,70.063362,-221.396846
86301,6,138522,319140,43998,4.347198893,37200,3.675526134,207.298955,-674.558613
86314,2,79406,101566,30656,1.944314074,27450,1.740977992,69.160531,-224.70896
86322,1,12107,43121,3766,0.899450681,3145,0.751134464,34.564402,-111.854988
86326,1,25294,46674,9815,0.922289043,8395,0.788855478,34.722786,-112.00627
86333,1,7651,38700,2349,0.8716141,1940,0.719851577,34.3275,-112.1185
86336,14,162330,845404,48790,7.721158411,43540,6.890330749,488.150487,-1565.129837
86351,7,45864,418852,14259,4.512341772,12180,3.85443038,243.478617,-782.353202
86401,3,77397,155133,26901,2.610987091,23805,2.31049209,105.614388,-342.099714
86403,1,18104,50981,6957,0.909530658,6160,0.805334031,34.470614,-114.348038
86404,2,34560,105338,11774,1.484928743,10730,1.353260184,69.08434,-228.70574
86409,1,28675,39756,9656,0.825017088,8520,0.727956254,35.22417,-114.035964
86445,2,508,102300,156,1.06122449,0,0,71.415178,-228.963832
87020,1,11069,39706,3217,0.838633994,2835,0.739051095,35.125266,-107.824767
87031,8,354912,412560,134552,8.894823825,123760,8.181397501,278.634146,-854.242766
87045,1,1572,23182,446,0.877952756,325,0.63976378,35.301694,-108.107741
87052,1,2858,34735,776,1.373451327,640,1.132743363,35.473059,-106.306437
87102,10,191910,303660,87300,9.563978966,71650,7.849474145,350.84845,-1066.546151
87104,2,27068,96372,11362,1.951563037,9950,1.709034696,70.188422,-213.359151
87105,1,58119,41046,23123,1.147942213,20865,1.035843717,35.084248,-106.689771
87106,12,312300,477864,162168,14.21279579,116880,10.24364592,420.919338,-1279.452602
87107,3,92493,148698,38769,3.073489773,34110,2.704138259,105.353807,-319.841184
87109,2,77934,103592,36852,2.079214624,33140,1.869781088,70.294012,-213.172187
87110,5,192475,261165,93375,5.416811695,84600,4.907761921,175.479766,-532.823681
87112,1,42256,51904,18747,1.036834246,16955,0.937724683,35.1162754,-106.4984764
87113,4,62848,312552,30704,5.294705984,28100,4.845663045,140.732173,-426.356024
87114,2,137578,138404,63704,2.48921538,58750,2.295639262,70.386476,-213.311638
87116,1,3919,62500,1858,1.469936709,1655,1.309335443,35.05259991,-106.5332854
87120,1,63884,70983,30345,1.255430061,27355,1.131728104,35.138232,-106.710773
87121,3,234828,132438,103809,4.262153063,94800,3.89226474,105.250671,-320.156503
87123,6,266202,298452,112464,6.531010453,97680,5.672473868,210.501813,-639.178436
87124,3,165519,182301,73737,3.531127287,66645,3.191504645,105.656206,-319.988163
87301,2,49184,94086,17002,2.163930253,14590,1.856942854,71.033236,-217.597052
87401,4,186456,199924,73356,4.615907375,66360,4.17568588,146.944037,-432.77113
87402,2,20178,132576,8224,2.126163392,7640,1.975180972,73.510875,-216.309347
87410,1,16766,50694,6817,1.053957947,6275,0.970160792,36.824393,-107.997055
87501,22,336776,1538174,140404,18.26037196,121000,15.73676681,785.070358,-2330.704657
87505,20,610040,1229980,265660,18.97164893,234500,16.74641148,713.338455,-2119.284886
87506,2,27568,144298,10086,1.690579953,9310,1.560509554,71.56552885,-211.8738828
87507,9,445059,486054,209907,11.6086163,190080,10.51211149,320.703808,-954.097651
87508,1,19447,77000,7519,0.952978454,7005,0.8878327,35.494507,-106.071198
87525,1,56,63036,34,1.416666667,0,0,36.596777,-105.451014
87529,1,5116,46800,1961,1.278357236,1755,1.144067797,36.465277,-105.660795
87544,3,55875,363972,27939,3.522758795,23625,2.978817299,107.631841,-318.967255
87557,1,5980,43585,2079,0.957623215,1745,0.803777061,36.354672,-105.614219
87571,2,24394,71024,8990,1.963739624,7310,1.596767147,72.798344,-211.153692
87577,1,363,35504,94,0.630872483,0,0,36.660923,-105.994795
87701,1,19020,29660,5797,0.75837258,4810,0.629251701,35.622,-105.2054
87740,1,7007,33222,2711,0.768424036,2440,0.691609977,36.873942,-104.439493
87752,1,374,25938,94,0.639455782,75,0.510204082,36.010355,-104.707358
87801,1,9373,43107,3297,1.172475107,2365,0.841038407,34.071478,-106.893159
87901,1,6224,25052,1885,0.604166667,1605,0.514423077,33.1552,-107.2516
87931,1,889,31250,253,0.544086022,255,0.548387097,32.910744,-107.313336
88001,1,36050,30102,14904,1.084163818,12245,0.890739798,32.314586,-106.779737
88005,1,26940,46255,10874,1.03759542,9790,0.934160305,32.505625,-106.614163
88008,1,8552,52091,3324,1.115436242,3055,1.025167785,31.837494,-106.61481
88011,3,90924,183561,37101,2.90555251,32925,2.578510455,96.986422,-320.276202
88012,2,61000,94498,24210,2.36587511,21790,2.129385322,65.074107,-213.355656
88030,2,45764,59710,13832,1.639834025,12400,1.470065205,64.550947,-215.507034
88045,1,3350,40500,1037,0.796466974,925,0.710445469,32.349365,-108.741789
88056,1,194,-666666666,44,0.396396396,0,0,31.870339,-109.034849
88061,1,17736,38050,6509,0.829066361,5840,0.743854286,32.770159,-108.275419
88101,2,93020,89622,41176,2.363719862,37170,2.133754305,68.793178,-206.335455
88201,1,26485,51423,10986,1.095751047,9830,0.980450828,33.395023,-104.554845
88317,1,1656,51500,497,0.735207101,470,0.695266272,32.958821,-105.744106
88345,2,17092,102068,7192,2.204782342,6450,1.977314531,66.662973,-211.353062
88401,3,19833,82314,6543,2.785440613,5940,2.528735632,105.484322,-311.140718
88415,1,3468,35347,1154,1.028520499,940,0.837789661,36.449504,-103.181864
88435,2,7414,60974,2152,2.053435115,1960,1.870229008,69.894211,-209.286229
89001,1,1363,60152,466,0.856617647,380,0.698529412,37.363998,-115.15999
89002,6,215286,496668,95562,7.872312382,88200,7.265837384,215.879956,-689.592373
89003,3,2460,-1999999998,1119,2.375796178,810,1.719745223,110.741473,-350.263021
89005,2,31680,123574,12024,1.817687075,10550,1.594860166,71.798676,-229.777033
89011,2,56458,140258,27588,2.639494834,24160,2.311519326,72.125939,-230.033557
89014,7,276010,428358,131943,8.177947192,118510,7.34535763,252.3950505,-805.2811296
89018,1,4847,51417,362,1.127725857,315,0.981308411,36.577084,-115.66962
89019,3,6474,152301,3075,3.617647059,1920,2.258823529,107.418333,-345.96495
89020,1,1435,54167,447,1.084951456,440,1.067961165,36.643832,-116.400275
89025,1,1203,62614,519,1.414168937,440,1.198910082,36.665966,-114.569437
89027,3,55338,166626,15672,1.948768963,13695,1.702934593,110.429545,-342.308857
89029,7,57169,255857,17171,4.08541518,13930,3.31429931,246.117842,-802.018501
89030,6,302502,217650,112392,7.930007761,93990,6.631623509,217.222379,-690.77283
89042,2,2494,136638,946,2.135440181,900,2.031602709,75.579445,-228.81663
89044,4,90232,356048,32612,3.489780631,29620,3.169609417,143.855267,-460.682401
89049,3,6858,103611,3003,2.421774194,1965,1.584677419,114.186287,-351.666377
89052,14,771344,1190294,299054,13.60511351,275100,12.51535417,504.232762,-1611.350758
89074,2,100706,152844,50540,2.50607428,46780,2.31963108,72.0652632,-230.1510921
89081,3,112440,206361,51219,4.617652362,46320,4.17598269,108.733908,-345.351057
89101,6,255552,151860,89172,5.890606421,63000,4.161712247,217.0163457,-690.8087391
89102,4,157796,146916,67832,4.536650615,49700,3.323970037,144.57238,-460.6698
89103,9,483588,382833,236385,10.79975329,190260,8.692434211,325.084024,-1036.679266
89106,15,397200,448590,145125,16.37240523,114900,12.96254513,542.494638,-1727.378497
89107,6,233616,265404,101652,8.011033178,82200,6.478051856,217.034923,-691.1946887
89108,2,147982,92330,65578,2.425221893,55070,2.036612426,72.498384,-230.48657
89109,52,408668,2227524,192764,46.96978558,143260,34.90740741,1878.121682,-5988.757556
89110,1,71489,44415,29763,1.405174449,25715,1.214059771,36.175124,-115.082231
89115,6,378504,236472,148026,8.034847745,117540,6.380068393,217.616105,-690.136497
89117,2,109180,117216,52718,2.303202412,46640,2.037660011,72.303099,-230.558153
89118,5,109130,289295,53505,6.512293087,45875,5.583617332,180.3555702,-576.0166597
89119,15,785670,535575,391485,17.94567958,276300,12.66559707,541.428355,-1727.413568
89121,2,126380,85060,54412,2.296155632,42810,1.806557792,72.26913,-230.169157
89122,5,248000,232240,107175,5.958138759,90075,5.007505003,180.5626371,-575.3043354
89123,8,485432,549528,257144,10.83989546,226040,9.528707529,288.372131,-921.320303
89128,3,106998,172368,51330,3.466135458,45510,3.073131204,108.630839,-345.751106
89129,2,114232,151438,54164,2.663323007,49190,2.418744161,72.440374,-230.653254
89135,19,535648,1801599,214947,18.09318182,203300,17.11279461,686.940646,-2191.355471
89138,1,17952,120759,7549,1.238556194,7150,1.173092699,36.161695,-115.375343
89139,12,487344,950364,260040,20.08651321,232380,17.94994593,432.453175,-1382.234704
89141,1,35169,89649,16889,1.455571835,15710,1.353960183,35.983555,-115.1912
89144,1,19881,88750,8916,1.180614407,8380,1.109639831,36.183452,-115.312736
89145,7,175497,416843,83412,8.385643913,73360,7.375087966,253.202059,-807.022185
89146,13,243035,626730,112658,16.28241075,86905,12.56034109,469.885956,-1497.965985
89148,1,55553,76359,27290,1.458266538,24900,1.330554665,36.068263,-115.281584
89149,1,39613,73883,17976,1.212546374,16220,1.094097808,36.272488,-115.264053
89169,7,152754,214067,71638,7.558345643,53760,5.672082718,252.819656,-806.111589
89183,2,84960,131976,42664,2.949872087,38940,2.692387471,72.0136441,-230.346327
89301,1,8141,62218,2784,0.994996426,2320,0.829163688,39.243941,-114.868385
89310,2,584,121000,334,1.988095238,290,1.726190476,78.982617,-234.139645
89406,3,72639,174228,29772,3.003631961,26385,2.661924939,118.364804,-355.376702
89408,1,20439,61383,8762,1.157463672,7600,1.003963012,39.609795,-119.21622
89410,5,55955,319205,22795,4.71165771,20400,4.216618437,194.45256,-598.523956
89415,3,9129,109308,3204,2.119047619,2715,1.795634921,115.598796,-355.873095
89419,1,5549,49770,1529,0.959824231,1250,0.784682988,40.1795,-118.4721
89420,1,55,-666666666,25,3.571428571,0,0,38.504499,-118.177524
89421,1,496,43333,143,0.62173913,140,0.608695652,41.99524,-117.718442
89423,3,30849,230718,10674,2.313394018,9720,2.10663199,116.864748,-359.295483
89425,1,312,-666666666,114,1.1875,0,0,41.567201,-117.786145
89427,1,1162,31250,307,0.795336788,280,0.725388601,38.930734,-118.807622
89431,7,273294,320054,126658,8.479480485,103845,6.952199237,276.7163579,-838.2250272
89434,13,332475,833287,169611,15.90202513,150995,14.15666604,513.981374,-1555.638492
89436,2,87652,178034,40868,2.493471629,38070,2.322757779,79.239299,-239.341206
89440,2,1728,160054,692,2.196825397,560,1.777777778,78.603034,-239.308039
89445,4,65548,275640,31280,5.003198976,21400,3.422904671,163.850019,-470.974427
89447,3,23502,125295,7116,2.074635569,6000,1.749271137,116.983411,-357.496057
89448,1,1712,88250,701,0.846618357,655,0.791062802,38.983915,-119.943181
89449,6,18564,360306,8526,5.962237762,6210,4.342657343,233.770405,-719.594323
89451,8,70216,793624,29368,7.614207934,25080,6.502463054,314.001391,-959.527557
89501,13,51493,544791,23946,9.903225806,16185,6.693548387,513.8611174,-1557.571147
89502,21,951174,951972,470673,24.84024699,372645,19.66671944,829.489718,-2515.401119
89503,2,57734,107440,30238,2.538874895,24620,2.067170445,79.062502,-239.631787
89509,3,107379,188421,53862,3.180138159,45465,2.684359686,118.502569,-359.412098
89511,11,290873,1115928,132814,11.92119199,121770,10.92989857,434.0439423,-1317.555997
89512,8,209776,304960,94672,8.95666982,75640,7.156102176,316.414101,-958.391619
89521,7,233667,651917,108997,8.608877656,99575,7.86470263,276.046489,-838.276816
89523,4,137452,303100,67000,4.557203102,59980,4.079717045,158.086129,-479.50003
89701,6,163158,337224,70626,6.831688915,62370,6.033081834,234.960088,-718.58178
89706,4,77272,197608,36548,4.311430931,32060,3.781998348,156.779533,-479.101749
89801,4,106676,335512,52636,5.620501869,35720,3.814201815,163.384853,-463.08042
89820,1,5436,87934,2394,1.15373494,1585,0.763855422,40.648077,-116.943055
89822,1,2160,77946,1034,1.365918098,695,0.918097754,40.718483,-116.106909
89825,1,1289,26487,734,1.609649123,330,0.723684211,41.98383,-114.670555
89835,2,3252,100000,1184,1.838509317,940,1.459627329,82.2150362,-229.9290615
89883,4,17524,257260,8568,6.77312253,7980,6.308300395,162.9572687,-456.3014207
90001,3,179496,130080,70383,5.149096496,52860,3.867144634,101.931628,-354.777715
90002,7,373114,260995,136563,10.57234652,102935,7.96895564,237.6149592,-827.7031817
90003,6,442380,243588,170178,9.733356211,130530,7.46568291,203.80173,-709.628194
90004,3,181623,149025,93237,4.237275041,67920,3.086711507,102.2170647,-354.9194663
90005,19,754908,731329,389006,23.18133603,229520,13.67737322,647.1554201,-2247.769028
90006,4,238304,148288,117992,6.10187723,69940,3.616900243,136.1948198,-473.187122
90007,71,3012743,1945826,1181014,99.08666834,623380,52.30136756,2415.247613,-8397.244789
90008,5,158770,216820,70525,4.746601158,59000,3.970924754,169.9816387,-591.5710434
90010,9,34398,568008,18441,9.088713652,11880,5.855101035,306.555404,-1064.642377
90011,3,333495,122820,135927,5.563254615,89235,3.652232636,101.9994061,-354.7721778
90012,78,2851056,3668106,1014546,76.76649516,684840,51.81900726,2656.357268,-9223.224153
90013,28,351652,624848,138012,18.88505747,62020,8.486590038,952.9885175,-3310.764956
90014,19,165072,772179,75962,13.4588944,40945,7.254606662,646.850825,-2246.816173
90015,58,1313758,2545620,672510,65.48296008,344810,33.5744888,1974.578705,-6859.883156
90016,11,504889,535865,235631,13.68515507,188760,10.96294575,374.2951131,-1302.07028
90017,41,1136643,1459805,558133,48.49113814,229395,19.93006082,1396.078902,-4848.699069
90018,2,106980,91968,47660,2.876629648,36340,2.193384838,68.072553,-236.638577
90019,14,903476,789446,458906,18.75842054,366590,14.98487574,476.7118219,-1656.895484
90020,4,156756,196272,84292,5.141010002,58600,3.574042449,136.2662398,-473.2009912
90021,21,61845,454335,22407,12.92214533,8085,4.662629758,714.7131203,-2482.948399
90022,2,134028,92102,56928,3.233994206,45170,2.56603988,68.045246,-236.306148
90023,1,46680,42972,18991,1.624411941,14050,1.201779146,34.015864,-118.205302
90024,22,1135794,1448810,422378,25.57541629,232540,14.08053285,749.3603806,-2605.703443
90025,31,1453373,2705680,817780,37.14649103,621550,28.23302294,1055.413576,-3671.90507
90026,9,620154,587421,318483,12.22818199,235215,9.031100019,306.6419037,-1064.354237
90027,15,671550,1004205,349665,16.13739155,268875,12.40885176,511.608338,-1774.440522
90028,59,1756666,2684441,961464,58.61513138,636610,38.81058343,2011.878345,-6981.214631
90029,5,183340,209990,93945,6.711795385,60800,4.343787955,170.4631306,-591.4596146
90031,10,399160,484790,178330,15.19124287,131100,11.16790187,340.7441201,-1182.145647
90032,14,672434,801150,292404,21.67079226,232960,17.26524865,476.9575163,-1654.429529
90033,28,1376340,1071448,530012,39.8415395,373940,28.109449,953.6639787,-3309.792433
90034,21,1131081,1589994,688422,27.26639734,561645,22.24512833,714.5954233,-2486.377236
90035,8,218176,714696,108480,9.180771835,92880,7.860528097,272.4125486,-947.1092558
90036,22,835230,1771858,444180,23.93340158,373120,20.10453149,749.4166116,-2603.714276
90037,5,338200,177120,136825,7.730662749,95350,5.387310018,170.0163324,-591.4312345
90038,42,1200360,1978872,662844,54.20263309,465990,38.10532341,1431.722708,-4969.953323
90039,8,236080,724304,115056,9.846469833,99880,8.54771074,272.91718,-946.0432526
90040,15,184920,706800,75780,21.89540595,63750,18.41953193,509.9292005,-1772.188578
90041,9,261810,773739,122661,12.69651175,97110,10.05175448,307.228518,-1063.933518
90042,5,315965,321335,152575,7.259599372,119575,5.68944188,170.531121,-590.9783186
90043,6,275238,328374,118500,6.819751381,99690,5.737223757,204.0768613,-710.3742447
90044,7,696101,251867,266798,9.190740294,212310,7.313720762,237.7171044,-828.0136326
90045,58,2352886,6065524,1183026,75.72820382,1005140,64.34131353,1970.161816,-6867.212403
90046,23,1170700,1662118,653361,22.51028424,534520,18.41584841,784.1254855,-2722.100515
90047,8,411288,420840,172800,9.657407925,149720,8.367518024,271.6372218,-946.4744347
90048,24,515736,2414064,279240,23.99793744,233520,20.06875215,817.773637,-2841.040988
90049,19,691942,2464072,320454,19.16590909,268565,16.0625,647.2718629,-2250.934448
90056,5,38245,463280,16510,4.83880422,15125,4.432883939,169.961635,-591.836393
90057,7,351064,263900,179207,10.35998381,80570,4.657763903,238.4464777,-827.9542138
90058,3,8154,65892,2550,3.611898017,1590,2.252124646,102.0108193,-354.6840809
90059,2,92370,89676,32914,3.017971759,27670,2.537135522,67.851378,-236.470533
90061,4,111492,170000,45684,6.176852353,37900,5.124391563,135.7141024,-473.1208995
90062,3,107748,148329,49509,4.919904601,39825,3.957567326,102.0208061,-354.9262654
90063,7,377860,339913,159908,11.6840567,128345,9.377831361,238.35565,-827.21248
90064,26,674050,2655042,316680,28.57349093,276510,24.94902102,884.9480358,-3079.290247
90065,3,139383,202437,66534,4.316465551,53550,3.474114441,102.3253,-354.679507
90066,15,887505,1258485,467775,18.14136126,384825,14.92437464,509.7815538,-1776.36717
90067,60,145680,7103580,43680,30.73891626,35700,25.12315271,2043.539952,-7104.898763
90068,19,400748,1682165,206644,18.26122305,181355,16.02642276,647.610363,-2248.935006
90069,28,566440,2614640,336896,26.97757848,292600,23.43049327,954.514851,-3314.590657
90071,51,6426,3155625,4437,37.28571429,0,0,1736.654669,-6031.001007
90073,1,953,-666666666,66,inf,0,0,34.053085,-118.4529
90077,5,41910,1047655,15690,4.944847148,14550,4.585565711,170.443879,-592.214832
90089,6,22716,-3999999996,3942,438,0,0,204.169144,-709.629606
90094,31,304637,4817927,141019,32.33639074,125395,28.75372621,1053.386036,-3670.642559
90095,7,0,-4666666662,0,0,-4666666662,#NAME?,238.4799092,-829.1176534
90201,2,203930,88092,85466,3.49354153,69760,2.851536952,68.17882,-236.620848
90210,46,888444,6774420,327336,41.24697581,301070,37.93724798,1567.242792,-5446.393555
90211,2,16038,172874,7654,2.090685605,6550,1.789128653,68.123156,-236.753373
90212,13,173082,1236040,73463,12.47885171,58110,9.870901987,442.8348641,-1539.237195
90220,3,158451,171222,61521,4.658564289,52770,3.99591095,101.6227533,-354.7227986
90230,32,1045984,2736768,524576,39.3618969,454880,34.1322128,1087.618372,-3788.472514
90232,57,842460,5156619,463695,70.27811458,382185,57.92437102,1939.323901,-6748.429526
90240,1,26413,86383,12415,1.645678685,11035,1.462751856,33.9534,-118.1129
90241,17,734655,1236155,337484,25.61353977,291890,22.15315726,576.9883076,-2008.167224
90242,14,597716,997262,279244,22.656714,243810,19.78174442,474.9152243,-1653.998623
90245,47,786357,5150119,397385,61.92691289,349680,54.49275362,1594.271941,-5564.302112
90247,7,338051,388927,156856,9.80288732,131110,8.193862884,237.209705,-828.12025
90248,3,34821,184344,15735,4.166004766,14175,3.752978554,101.608162,-354.89825
90249,1,26429,60669,12141,1.375594833,10130,1.147745298,33.903453,-118.308801
90250,13,1261936,731952,602316,18.87842031,497510,15.59348065,440.9141361,-1538.475684
90254,7,136773,956914,72240,8.066100938,63840,7.128182224,237.061899,-828.782391
90262,5,352680,261565,141075,9.176206583,117300,7.629764538,169.6269012,-590.9784586
90263,5,9190,-3333333330,2985,inf,475,inf,170.232707,-593.576061
90265,18,323172,2742804,123336,16.68732242,105030,14.21052632,612.6400953,-2136.802889
90266,39,1384500,5967897,547326,40.7630893,496860,37.00454308,1322.083961,-4617.776532
90270,1,27287,44124,11861,1.774536206,9475,1.417564333,33.983173,-118.18904
90272,19,410951,3657500,145293,16.65440165,134805,15.45220083,646.6703897,-2251.413932
90274,8,200488,1359352,72096,7.876761717,67960,7.424888015,270.176024,-946.934874
90275,3,126438,414879,48828,3.141276377,44640,2.871847658,101.213371,-355.127845
90277,6,208962,637110,102684,6.480939157,92700,5.850795254,203.0355408,-710.3301197
90278,2,80504,233566,39100,2.553552769,34840,2.275339603,67.766749,-236.727593
90280,4,378568,209284,162344,6.744381206,131920,5.480453658,135.788248,-472.716766
90290,1,5681,129772,2621,1.152087912,2225,0.978021978,34.23474,-118.604422
90291,12,323400,1195824,174324,12.7318142,127020,9.276950044,407.9062,-1421.565457
90292,20,470980,2294520,257800,20.45057909,216100,17.14263049,679.7087131,-2368.721635
90293,3,38184,317595,22077,3.342973955,20475,3.100393701,101.8331918,-355.3178456
90301,8,305872,379712,136152,11.30267309,107160,8.895899054,271.653013,-946.772846
90302,1,30017,51850,14000,1.316284317,11480,1.07935314,33.967506,-118.362854
90303,6,146244,335382,63372,8.991486947,49860,7.074347333,203.6003056,-709.9708158
90304,2,51892,98240,23860,3.624487316,17790,2.702415312,67.859335,-236.72896
90305,24,361008,1923960,175008,30.10113519,152280,26.19195046,814.849177,-2840.189397
90401,56,398216,4630136,205576,44.66130784,146440,31.81403433,1904.702673,-6635.525386
90402,3,35646,463749,13182,2.636927385,11685,2.337467493,102.102196,-355.490732
90403,14,334628,1503880,171598,13.47028809,133280,10.46235968,476.398447,-1658.861165
90404,55,1261095,4319810,587290,58.98262529,435600,43.7481169,1871.530175,-6516.082321
90405,42,1182552,4018308,598710,42.93982644,472080,33.85784982,1428.300667,-4976.048591
90501,12,503700,860544,234612,16.47324814,201720,14.16374105,406.018953,-1419.808376
90502,2,35556,147652,16872,2.82376569,14810,2.478661088,67.663076,-236.589092
90503,33,1471965,3071079,678942,40.78464588,601755,36.14795459,1116.681688,-3905.610273
90504,10,334100,902100,155320,13.29225503,137700,11.7843389,338.639885,-1183.37997
90505,20,744400,1995280,339820,24.28673528,309200,22.09834191,676.128518,-2366.854611
90506,5,0,-3333333330,0,0,-3333333330,#NAME?,169.433434,-591.658052
90601,11,352583,844052,167112,15.21828613,153285,13.95911119,374.0571192,-1298.344307
90602,2,51162,110432,22548,2.950150464,19470,2.54742902,67.9473501,-236.0742782
90604,5,214555,374720,97720,7.86036036,89850,7.227316602,169.619921,-589.916383
90620,6,278484,549072,133224,10.13726982,120750,9.188099224,203.071958,-708.017785
90621,10,355980,676500,164210,15.84121165,143950,13.88674513,338.64545,-1179.967591
90623,4,62648,429920,28232,5.827038184,25780,5.320949432,135.4266383,-472.1274188
90630,3,147615,279549,67629,4.279233106,60675,3.83921792,101.4072351,-354.0694799
90631,8,552512,669032,258568,12.17994253,229360,10.80408875,271.400149,-943.636131
90638,4,196908,382892,87488,6.096724739,78380,5.462020906,135.5961,-472.058939
90640,14,878220,784126,390446,20.66070484,324660,17.17959572,476.3021281,-1653.579284
90650,10,1053040,706670,467330,17.33162735,413700,15.34267913,339.0941929,-1180.783242
90660,3,189003,202908,86868,5.154759079,77805,4.616959411,101.925085,-354.317041
90670,5,83500,356715,37915,7.798231181,33800,6.951871658,169.681714,-590.29005
90680,4,122124,236880,56024,6.199402457,48220,5.33584154,135.1964047,-471.9801015
90701,2,33602,135530,14672,3.283795882,12110,2.71038496,67.7297536,-236.1815758
90703,12,607068,1269984,255528,16.46973896,232020,14.9545601,406.4162204,-1417.074367
90706,14,1080730,840154,482818,20.7753012,429100,18.46385542,474.356404,-1653.775693
90710,7,196315,447349,86359,9.356338028,76055,8.239978332,236.5305143,-828.1089509
90712,7,218519,676438,106624,10.31379377,96040,9.289998065,236.9408682,-826.9700703
90713,2,56404,205940,26234,2.879376578,24090,2.644056635,67.689638,-236.232084
90715,1,20256,76105,9568,1.589896976,8410,1.397474244,33.83039,-118.082449
90716,1,14285,50149,6014,1.638692098,4930,1.343324251,33.83256,-118.079004
90720,1,22261,106332,9329,1.189468316,8440,1.076118832,33.798082,-118.071172
90723,3,163539,167010,70455,4.959175055,61500,4.328851974,101.723589,-354.454634
90731,12,727908,641472,316596,13.95003305,269340,11.86781229,404.8244431,-1419.43799
90732,7,159460,731969,70231,7.971736663,64610,7.333711691,236.240228,-828.119384
90740,8,194456,551576,72400,5.768924303,65120,5.188844622,270.025402,-944.696716
90744,9,511920,457875,217404,14.7013795,181485,12.27245064,304.0572434,-1064.404435
90745,8,455440,641408,211472,14.15854312,180600,12.09159079,270.6089315,-946.1318582
90746,8,216600,714912,97112,11.83570993,88320,10.76416819,270.813118,-946.096855
90755,4,46180,301704,22984,4.845878136,20880,4.40227704,135.19477,-472.674516
90802,112,4363744,6116992,2331280,112.3183658,1815520,87.46964733,3781.721619,-13237.70143
90803,44,1413544,3972232,766216,45.83179806,689920,41.26809427,1485.359934,-5197.272026
90804,1,39239,52948,19626,1.312337011,16365,1.094282849,33.783351,-118.143129
90805,7,671965,356398,280707,10.26200921,244370,8.933611172,237.05558,-827.270706
90806,11,461890,598807,196207,15.34305599,159335,12.45972787,371.866855,-1299.824713
90807,6,193212,473688,97290,7.635978338,84660,6.64469037,202.92865,-709.05114
90808,14,550620,1548750,261800,18.81287726,241360,17.34406439,473.5057482,-1653.710948
90810,3,111753,180681,47055,5.005851064,38475,4.093085106,101.382309,-354.647765
90813,2,116760,76898,47060,2.737319684,33640,1.956724058,67.570832,-236.424542
90815,13,537056,1229267,234793,16.13032426,209755,14.41020885,439.449454,-1535.847117
91006,9,296622,929016,127656,12.07148936,115290,10.90212766,307.1509813,-1062.223458
91007,7,238812,587748,94542,8.110319979,82425,7.070858712,238.95013,-826.32391
91010,4,105520,298952,49200,6.104218362,41220,5.114143921,136.541611,-471.902068
91011,8,162408,1405216,65000,10.10258004,58560,9.101647498,273.639389,-945.576054
91016,8,328840,620976,158768,11.08869954,136720,9.548819668,273.1128945,-943.9913105
91030,2,51274,208864,24466,2.492715232,20740,2.113092206,68.23514,-236.301195
91040,1,20049,86594,9154,1.247308898,8285,1.128900395,34.259756,-118.310646
91042,3,80898,193596,37164,3.730950708,33465,3.35960245,102.751802,-354.8556584
91101,40,855800,2803000,455680,42.43225626,317000,29.51857715,1365.834641,-4725.487045
91103,5,138295,356155,61595,7.233705226,48825,5.733998826,170.754035,-590.747892
91105,19,239723,2492002,100434,18.24414169,82650,15.01362398,648.629605,-2244.87007
91106,3,76629,246633,39390,3.693389592,29700,2.784810127,102.4057711,-354.3930385
91107,7,227521,719950,112476,9.022621531,95585,7.667656024,239.032315,-826.650338
91201,1,23281,60101,10355,1.246239018,9095,1.094596221,34.157493,-118.285516
91203,24,369840,1465704,186312,30.49296236,163560,26.76923077,819.7118947,-2838.13861
91204,11,205953,540342,87692,13.52228219,69300,10.68619892,375.482127,-1300.850996
91205,2,75276,89670,33218,2.309692671,27160,1.888471701,68.285244,-236.4692
91206,3,104217,210423,44193,3.304890817,38445,2.875037392,102.449516,-354.740319
91208,5,79300,541870,36335,6.205807003,33675,5.751494449,170.925209,-591.117246
91210,5,2645,678705,910,3.99122807,850,3.728070175,170.723724,-591.282331
91214,3,92361,314943,41493,4.006275949,38085,3.677223134,102.683529,-354.730716
91301,18,474012,2232216,199548,21.4683163,181440,19.52017214,614.5769543,-2137.705324
91302,9,240408,1205964,99837,10.52244941,92790,9.779721754,307.3422,-1067.902082
91303,30,947580,1837500,497550,49.27701297,387150,38.3430722,1025.714329,-3558.065544
91304,7,380527,493535,186137,10.63153987,154350,8.815969842,239.5741631,-830.2018826
91306,6,298068,419502,142896,9.751330695,116040,7.918657022,205.2527812,-711.4487085
91307,3,79023,361422,34449,3.982543353,30720,3.551445087,102.59339,-355.8534914
91311,32,1306848,2940704,631744,44.23048379,546400,38.2552685,1095.939663,-3794.81043
91316,7,213493,538846,95074,7.661697155,85785,6.913127569,239.1619122,-829.4694036
91320,10,449680,1189860,199800,13.34580188,181550,12.12677844,341.856056,-1189.282876
91321,7,238098,512309,104153,9.660792134,89880,8.336888971,240.708768,-829.465432
91324,8,237360,642080,112944,11.28086296,95400,9.528565721,273.8942985,-948.3929447
91325,6,207450,428400,101874,8.54647651,84420,7.082214765,205.4127714,-711.1792926
91326,7,254373,823130,118902,9.305212083,107415,8.406245109,239.929999,-829.995269
