Zipcode,Number of Stations,Population,Household Income,Total Commute Time,Average Commute Time,Total Vehicles,Average Vehicles per Household,latitude,longitude
92557,1,53406,73661,23152,1.665491691,20620,1.483346522,33.945409,-117.287201
92562,30,1928580,2762790,763710,38.93698379,700800,35.72958091,1006.796806,-3515.844331
92563,4,277876,387716,106264,5.87450937,95840,5.298247554,134.29872,-468.540299
92570,2,121372,121578,45208,3.279982587,39260,2.84843648,67.575274,-234.447716
92571,6,345732,387498,135318,10.53386268,118950,9.259691733,202.741176,-703.311523
92582,1,17219,70642,6369,1.584722568,5805,1.444389152,33.782366,-116.976979
92583,1,32697,44756,11739,1.255642315,9220,0.986201733,33.768313,-116.956468
92584,7,379645,666694,147154,9.827300654,132090,8.821290236,235.721908,-820.204205
92585,1,21907,73682,8422,1.377269011,7555,1.235486509,33.760846,-117.185047
92586,1,19472,40757,5747,0.635097801,5180,0.572438944,33.688581,-117.175341
92590,11,56694,749375,25971,15.62635379,22000,13.23706378,368.496472,-1288.631589
92591,6,249654,528204,105270,8.037104902,93000,7.10032066,201.139967,-702.856961
92592,13,1104090,1368627,451594,18.39936441,412100,16.79025424,435.2328109,-1522.392216
92595,2,67298,156114,27810,2.926752263,24780,2.607872027,67.191934,-234.481336
92596,1,32256,101903,11953,1.461604304,10510,1.285155295,33.591935,-117.12139
92602,16,371808,1611920,154112,19.11585215,140960,17.48449516,539.493063,-1884.599836
92603,28,547624,4102140,234528,32.56880989,207760,28.8515484,942.210966,-3297.422394
92604,3,86970,320463,36228,3.74062984,32865,3.393391843,101.0943425,-353.378727
92606,15,392565,1544865,188160,20.43440487,168000,18.24500434,505.438114,-1767.422585
92610,7,114520,904890,58779,10.49063002,53445,9.538640014,235.746954,-823.674102
92612,88,2924592,7386896,1327480,102.1217017,1095160,84.24955766,2963.001763,-10370.53404
92614,53,1440911,5513113,693664,68.7000099,600490,59.47212043,1785.132705,-6245.794305
92617,108,1857276,3976992,661176,166.5011332,271620,68.40090657,3633.547326,-12727.24719
92618,220,10779340,23617660,4891040,254.1196031,4287800,222.7775757,7405.588707,-25904.89351
92620,10,525690,1158260,211310,11.13505823,193350,10.18864942,336.936754,-1177.519244
92624,1,6372,98689,2716,0.970346552,2425,0.86638085,33.457689,-117.670657
92625,2,24788,310744,10146,1.761764195,9620,1.670428894,67.193565,-235.734055
92626,72,3643560,6364656,1935288,102.1421861,1697040,89.56774159,2425.141321,-8488.382498
92627,3,189483,239370,95217,4.277685431,82230,3.694236039,100.929743,-353.758165
92629,2,53754,199676,23116,1.951870303,20630,1.741957274,66.948952,-235.404664
92630,17,1009851,1658418,510323,24.52768432,462485,22.22844372,572.2240071,-2000.53785
92637,8,128424,352160,20392,1.853312733,18160,1.650458966,268.878274,-941.840145
92646,3,167610,296646,75723,3.570997406,69555,3.280122613,101.04311,-353.894161
92647,14,870786,1221318,432824,20.17639381,384860,17.94051837,472.186882,-1651.991533
92648,28,1294384,2683996,628656,32.1727738,561400,28.7308086,942.6521479,-3303.862295
92649,2,70556,200682,33754,2.353999582,30730,2.143106214,67.44677,-236.078741
92651,12,297600,1586664,116628,10.69589142,103020,9.447909024,402.53058,-1413.244663
92653,5,150060,508675,70915,6.879608071,62975,6.109332557,168.088361,-588.570938
92655,3,25146,121587,8148,3.36416185,7095,2.929397192,101.229571,-353.977397
92656,22,1149896,2457180,579722,30.12481813,534050,27.75150696,738.7448158,-2590.09832
92657,15,147030,3064365,60780,15.56466069,56100,14.36619718,503.9155693,-1767.448126
92660,53,1878638,6569615,759702,50.4383216,700395,46.50079671,1782.448292,-6247.183291
92663,14,307314,1491364,165984,16.47974583,151830,15.07446386,470.6904789,-1650.940458
